,0,1,2,3,4
176,-1,7,-1,7,1
177,-1,7,-1,7,1
178,-1,7,-1,7,1
179,-1,7,-1,7,1
180,-1,7,-1,7,1
181,-2,7,-1,7,1
182,-2,7,-1,7,1
183,-2,7,-1,7,1
184,-2,7,-1,7,1
185,-2,7,-1,7,1
186,-2,7,-1,7,1
187,-2,7,-1,7,1
188,-2,7,-1,7,1
189,-2,7,-1,7,1
190,-2,7,-1,7,1
191,-2,7,-1,7,1
192,-2,7,-1,7,1
193,-2,7,-1,7,1
194,-3,7,0,7,1
195,-3,7,0,7,1
196,-3,7,0,7,1
197,-3,7,0,7,1
198,-3,7,0,7,1
199,-3,7,0,7,1
200,-3,7,0,7,1
201,-3,7,0,7,1
202,-3,7,0,7,1
203,-3,7,0,7,1
204,-3,7,0,7,1
205,-3,7,0,7,1
206,-3,7,0,7,1
207,-4,7,0,7,1
208,-4,7,0,7,1
209,-4,7,0,7,1
210,-4,7,0,7,1
211,-4,7,0,7,1
212,-4,7,0,7,1
213,-4,7,0,7,1
214,-4,7,0,7,1
215,-4,7,0,7,1
216,-4,7,0,7,1
217,-4,7,0,7,1
218,-4,7,0,7,1
219,-4,7,0,7,1
220,-4,7,0,7,1
221,-5,7,1,7,1
222,-5,7,1,7,1
223,-5,7,1,7,1
224,-5,7,1,7,1
225,-5,7,1,7,1
226,-5,7,1,7,1
227,-5,7,1,7,1
228,-5,7,1,7,1
229,-5,7,1,7,1
230,-5,7,1,7,1
231,-5,7,1,7,1
232,-5,7,1,7,1
233,-5,7,1,7,1
234,-6,7,1,7,1
235,-6,7,1,7,1
236,-6,7,1,7,1
237,-6,7,1,7,1
238,-6,7,1,7,1
239,-6,7,1,7,1
240,-6,7,1,7,1
241,-6,7,1,7,1
242,-6,7,1,7,1
243,-6,7,1,7,1
244,-6,7,1,7,1
245,-6,7,1,7,1
246,-6,7,1,7,1
247,-7,7,2,7,1
248,-7,7,2,7,1
249,-7,7,2,7,1
250,-7,7,2,7,1
251,-7,7,2,7,1
252,-7,7,2,7,1
253,-7,7,2,7,1
254,-7,7,2,7,1
255,-7,7,2,7,1
256,-7,7,2,7,1
257,-7,7,2,7,1
258,-7,7,2,7,1
259,-7,7,2,7,1
260,-7,7,2,7,1
261,-8,7,2,7,1
262,-8,7,2,7,1
263,-8,7,2,7,1
264,-8,7,2,7,1
265,-8,7,2,7,1
266,-8,7,2,7,1
267,-8,7,2,7,1
268,-8,7,2,7,1
269,-8,7,2,7,1
270,-8,7,2,7,1
271,-8,7,2,7,1
272,-8,7,2,7,1
273,-8,7,2,7,1
274,-9,7,3,7,1
275,-9,7,3,7,1
276,-9,7,3,7,1
277,-9,7,3,7,1
278,-9,7,3,7,1
279,-9,7,3,7,1
280,-9,7,3,7,1
281,-9,7,3,7,1
282,-9,7,3,7,1
283,-9,7,3,7,1
284,-9,7,3,7,1
285,-9,7,3,7,1
286,-9,7,3,7,1
287,-10,7,3,7,1
288,-10,7,3,7,1
289,-10,7,3,7,1
290,-10,7,3,7,1
291,-10,7,3,7,1
292,-10,7,3,7,1
293,-10,7,3,7,1
294,-10,7,3,7,1
295,-10,7,3,7,1
296,-10,7,3,7,1
297,-10,7,3,7,1
298,14,7,0,7,0
299,13,7,0,7,0
300,13,7,0,7,0
301,13,7,0,7,0
302,13,7,0,7,0
303,12,7,0,7,1
304,12,7,0,7,1
305,12,7,1,7,0
306,12,7,1,7,0
307,12,7,1,7,0
308,11,7,1,7,1
309,11,7,1,7,1
310,11,7,1,7,1
311,11,7,1,7,1
312,11,7,1,7,1
313,11,7,1,7,1
314,11,7,1,7,1
315,11,7,1,7,1
316,11,7,1,7,1
317,11,7,1,7,1
318,11,7,1,7,1
319,10,7,1,7,1
320,10,7,1,7,1
321,10,7,1,7,1
322,10,7,1,7,1
323,10,7,1,7,1
324,10,7,1,7,1
325,10,7,1,7,1
326,10,7,1,7,1
327,10,7,1,7,1
328,10,7,1,7,1
329,10,7,1,7,1
330,10,7,1,7,1
331,10,7,1,7,1
332,10,7,2,7,0
333,9,7,2,7,1
334,9,7,2,7,1
335,9,7,2,7,1
336,9,7,2,7,1
337,9,7,2,7,1
338,9,7,2,7,1
339,9,7,2,7,1
340,9,7,2,7,1
341,9,7,2,7,1
342,8,7,2,7,2
343,8,7,2,7,2
344,8,7,2,7,2
345,8,7,2,7,1
346,8,7,2,7,1
347,8,7,2,7,1
348,8,7,2,7,1
349,8,7,2,7,1
350,8,7,2,7,1
351,8,7,2,7,1
352,7,7,2,7,2
353,7,7,2,7,2
354,7,7,2,7,2
355,7,7,2,7,2
356,7,7,2,7,2
357,7,7,2,7,2
358,7,7,2,7,2
359,7,7,3,7,1
360,7,7,3,7,1
361,7,7,3,7,1
362,6,7,3,7,2
363,6,7,3,7,2
364,6,7,3,7,2
365,6,7,3,7,2
366,6,7,3,7,2
367,6,7,3,7,2
368,6,7,3,7,2
369,6,7,3,7,2
370,6,7,3,7,2
371,6,7,3,7,2
372,6,7,3,7,1
373,6,7,3,7,1
374,6,7,3,7,1
375,6,7,3,7,1
376,6,7,3,7,1
377,6,7,3,7,1
378,6,7,3,7,1
379,6,7,3,7,1
380,5,7,3,7,2
381,5,7,3,7,2
382,5,7,3,7,2
383,5,7,3,7,2
384,5,7,3,7,2
385,5,7,4,7,1
386,5,7,4,7,1
387,5,7,4,7,1
388,5,7,4,7,1
389,5,7,4,7,1
390,5,7,4,7,1
391,5,7,4,7,1
392,5,7,4,7,1
393,5,7,4,7,1
394,5,7,4,7,1
395,5,7,4,7,1
396,4,7,4,7,2
397,4,7,4,7,2
398,4,7,4,7,2
399,4,7,4,7,1
400,4,7,4,7,1
401,4,7,4,7,1
402,4,7,4,7,1
403,4,7,4,7,1
404,4,7,4,7,1
405,4,7,4,7,1
406,4,7,4,7,1
407,4,7,4,7,1
408,4,7,4,7,1
409,4,7,4,7,1
410,4,7,4,7,1
411,4,7,4,7,1
412,3,7,5,7,1
413,3,7,5,7,1
414,3,7,5,7,1
415,3,7,5,7,1
416,3,7,5,7,1
417,3,7,5,7,1
418,3,7,5,7,1
419,3,7,5,7,1
420,3,7,5,7,1
421,3,7,5,7,1
422,3,7,5,7,1
423,3,7,5,7,1
424,3,7,5,7,1
425,2,7,5,7,1
426,2,7,5,7,1
427,2,7,5,7,1
428,2,7,5,7,1
429,2,7,5,7,1
430,2,7,5,7,1
431,2,7,5,7,1
432,2,7,5,7,1
433,2,7,5,7,1
434,2,7,5,7,1
435,2,7,5,7,1
436,2,7,5,7,1
437,2,7,5,7,1
438,2,7,5,7,1
439,1,7,6,7,1
440,1,7,6,7,1
441,1,7,6,7,1
442,1,7,6,7,1
443,1,7,6,7,1
444,1,7,6,7,1
445,1,7,6,7,1
446,1,7,6,7,1
447,1,7,6,7,1
448,1,7,6,7,1
449,1,7,6,7,1
450,1,7,6,7,1
451,1,7,6,7,1
452,0,7,6,7,1
453,0,7,6,7,1
454,0,7,6,7,1
455,0,7,6,7,1
456,0,7,6,7,1
457,0,7,6,7,1
458,0,7,6,7,1
459,0,7,6,7,1
460,0,7,6,7,1
461,0,7,6,7,1
462,0,7,6,7,1
463,0,7,6,7,1
464,0,7,6,7,1
465,-1,7,-1,7,1
466,-1,7,-1,7,1
467,-1,7,-1,7,1
468,-1,7,-1,7,1
469,-1,7,-1,7,1
470,-1,7,-1,7,1
471,-1,7,-1,7,1
472,-1,7,-1,7,1
473,-1,7,-1,7,1
474,-1,7,-1,7,1
475,-1,7,-1,7,1
476,-1,7,-1,7,1
477,-1,7,-1,7,1
478,-1,7,-1,7,1
479,-2,7,-1,7,1
480,-2,7,-1,7,1
481,-2,7,-1,7,1
482,-2,7,-1,7,1
483,-2,7,-1,7,1
484,-2,7,-1,7,1
485,-2,7,-1,7,1
486,-2,7,-1,7,1
487,-2,7,-1,7,1
488,-2,7,-1,7,1
489,-2,7,-1,7,1
490,-2,7,-1,7,1
491,-2,7,-1,7,1
492,-3,7,0,7,1
493,-3,7,0,7,1
494,-3,7,0,7,1
495,-3,7,0,7,1
496,-3,7,0,7,1
497,-3,7,0,7,1
498,-3,7,0,7,1
499,-3,7,0,7,1
500,-3,7,0,7,1
501,-3,7,0,7,1
502,-3,7,0,7,1
503,-3,7,0,7,1
504,-3,7,0,7,1
505,-4,7,0,7,1
506,-4,7,0,7,1
507,-4,7,0,7,1
508,-4,7,0,7,1
509,-4,7,0,7,1
510,-4,7,0,7,1
511,-4,7,0,7,1
512,-4,7,0,7,1
513,-4,7,0,7,1
514,-4,7,0,7,1
515,-4,7,0,7,1
516,-4,7,0,7,1
517,-4,7,0,7,1
518,-4,7,0,7,1
519,-5,7,1,7,1
520,-5,7,1,7,1
521,-5,7,1,7,1
522,-5,7,1,7,1
523,-5,7,1,7,1
524,-5,7,1,7,1
525,-5,7,1,7,1
526,-5,7,1,7,1
527,-5,7,1,7,1
528,-5,7,1,7,1
529,-5,7,1,7,1
530,-5,7,1,7,1
531,-5,7,1,7,1
532,-6,7,1,7,1
533,-6,7,1,7,1
534,-6,7,1,7,1
535,-6,7,1,7,1
536,-6,7,1,7,1
537,-6,7,1,7,1
538,-6,7,1,7,1
539,-6,7,1,7,1
540,-6,7,1,7,1
541,-6,7,1,7,1
542,-6,7,1,7,1
543,-6,7,1,7,1
544,-6,7,1,7,1
545,-7,7,2,7,1
546,-7,7,2,7,1
547,-7,7,2,7,1
548,-7,7,2,7,1
549,-7,7,2,7,1
550,-7,7,2,7,1
551,-7,7,2,7,1
552,-7,7,2,7,1
553,-7,7,2,7,1
554,-7,7,2,7,1
555,-7,7,2,7,1
556,-7,7,2,7,1
557,-7,7,2,7,1
558,-7,7,2,7,1
559,-8,7,2,7,1
560,-8,7,2,7,1
561,-8,7,2,7,1
562,-8,7,2,7,1
563,-8,7,2,7,1
564,-8,7,2,7,1
565,-8,7,2,7,1
566,-8,7,2,7,1
567,-8,7,2,7,1
568,-8,7,2,7,1
569,-8,7,2,7,1
570,-8,7,2,7,1
571,-8,7,2,7,1
572,-9,7,3,7,1
573,-9,7,3,7,1
574,-9,7,3,7,1
575,-9,7,3,7,1
576,-9,7,3,7,1
577,-9,7,3,7,1
578,-9,7,3,7,1
579,-9,7,3,7,1
580,-9,7,3,7,1
581,-9,7,3,7,1
582,-9,7,3,7,1
583,-9,7,3,7,1
584,-9,7,3,7,1
585,-10,7,3,7,1
586,-10,7,3,7,1
587,-10,7,3,7,1
588,-10,7,3,7,1
589,-10,7,3,7,1
590,-10,7,3,7,1
591,-10,7,3,7,1
592,-10,7,3,7,1
593,-10,7,3,7,1
594,-10,7,3,7,1
595,-10,7,3,7,1
596,14,7,0,7,0
597,13,7,0,7,0
598,13,7,0,7,0
599,13,7,0,7,0
600,13,7,0,7,0
601,12,7,0,7,1
602,12,7,0,7,1
603,12,7,1,7,0
604,12,7,1,7,0
605,12,7,1,7,0
606,11,7,1,7,1
607,11,7,1,7,1
608,11,7,1,7,1
609,11,7,1,7,1
610,11,7,1,7,1
611,11,7,1,7,1
612,11,7,1,7,1
613,11,7,1,7,1
614,11,7,1,7,1
615,11,7,1,7,1
616,11,7,1,7,1
617,10,7,1,7,1
618,10,7,1,7,1
619,10,7,1,7,1
620,10,7,1,7,1
621,10,7,1,7,1
622,10,7,1,7,1
623,10,7,1,7,1
624,10,7,1,7,1
625,10,7,1,7,1
626,10,7,1,7,1
627,10,7,1,7,1
628,10,7,1,7,1
629,10,7,1,7,1
630,10,7,2,7,0
631,9,7,2,7,1
632,9,7,2,7,1
633,9,7,2,7,1
634,9,7,2,7,1
635,9,7,2,7,1
636,9,7,2,7,1
637,9,7,2,7,1
638,9,7,2,7,1
639,9,7,2,7,1
640,8,7,2,7,2
641,8,7,2,7,2
642,8,7,2,7,2
643,8,7,2,7,1
644,8,7,2,7,1
645,8,7,2,7,1
646,8,7,2,7,1
647,8,7,2,7,1
648,8,7,2,7,1
649,8,7,2,7,1
650,7,7,2,7,2
651,7,7,2,7,2
652,7,7,2,7,2
653,7,7,2,7,2
654,7,7,2,7,2
655,7,7,2,7,2
656,7,7,2,7,2
657,7,7,3,7,1
658,7,7,3,7,1
659,7,7,3,7,1
660,6,7,3,7,2
661,6,7,3,7,2
662,6,7,3,7,2
663,6,7,3,7,2
664,6,7,3,7,2
665,6,7,3,7,2
666,6,7,3,7,2
667,6,7,3,7,2
668,6,7,3,7,2
669,6,7,3,7,2
670,6,7,3,7,1
671,6,7,3,7,1
672,6,7,3,7,1
673,6,7,3,7,1
674,6,7,3,7,1
675,6,7,3,7,1
676,6,7,3,7,1
677,6,7,3,7,1
678,5,7,3,7,2
679,5,7,3,7,2
680,5,7,3,7,2
681,5,7,3,7,2
682,5,7,3,7,2
683,5,7,4,7,1
684,5,7,4,7,1
685,5,7,4,7,1
686,5,7,4,7,1
687,5,7,4,7,1
688,5,7,4,7,1
689,5,7,4,7,1
690,5,7,4,7,1
691,5,7,4,7,1
692,5,7,4,7,1
693,5,7,4,7,1
694,4,7,4,7,2
695,4,7,4,7,2
696,4,7,4,7,2
697,4,7,4,7,1
698,4,7,4,7,1
699,4,7,4,7,1
700,4,7,4,7,1
701,4,7,4,7,1
702,4,7,4,7,1
703,4,7,4,7,1
704,4,7,4,7,1
705,4,7,4,7,1
706,4,7,4,7,1
707,4,7,4,7,1
708,4,7,4,7,1
709,4,7,4,7,1
710,3,7,5,7,1
711,3,7,5,7,1
712,3,7,5,7,1
713,3,7,5,7,1
714,3,7,5,7,1
715,3,7,5,7,1
716,3,7,5,7,1
717,3,7,5,7,1
718,3,7,5,7,1
719,3,7,5,7,1
720,3,7,5,7,1
721,3,7,5,7,1
722,3,7,5,7,1
723,2,7,5,7,1
724,2,7,5,7,1
725,2,7,5,7,1
726,2,7,5,7,1
727,2,7,5,7,1
728,2,7,5,7,1
729,2,7,5,7,1
730,2,7,5,7,1
731,2,7,5,7,1
732,2,7,5,7,1
733,2,7,5,7,1
734,2,7,5,7,1
735,2,7,5,7,1
736,2,7,5,7,1
737,1,7,6,7,1
738,1,7,6,7,1
739,1,7,6,7,1
740,1,7,6,7,1
741,1,7,6,7,1
742,1,7,6,7,1
743,1,7,6,7,1
744,1,7,6,7,1
745,1,7,6,7,1
746,1,7,6,7,1
747,1,7,6,7,1
748,1,7,6,7,1
749,1,7,6,7,1
750,0,7,6,7,1
751,0,7,6,7,1
752,0,7,6,7,1
753,0,7,6,7,1
754,0,7,6,7,1
755,0,7,6,7,1
756,0,7,6,7,1
757,0,7,6,7,1
758,0,7,6,7,1
759,0,7,6,7,1
760,0,7,6,7,1
761,0,7,6,7,1
762,0,7,6,7,1
763,-1,7,-1,7,1
764,-1,7,-1,7,1
765,-1,7,-1,7,1
766,-1,7,-1,7,1
767,-1,7,-1,7,1
768,-1,7,-1,7,1
769,-1,7,-1,7,1
770,-1,7,-1,7,1
771,-1,7,-1,7,1
772,-1,7,-1,7,1
773,-1,7,-1,7,1
774,-1,7,-1,7,1
775,-1,7,-1,7,1
776,-1,7,-1,7,1
777,-2,7,-1,7,1
778,-2,7,-1,7,1
779,-2,7,-1,7,1
780,-2,7,-1,7,1
781,-2,7,-1,7,1
782,-2,7,-1,7,1
783,-2,7,-1,7,1
784,-2,7,-1,7,1
785,-2,7,-1,7,1
786,-2,7,-1,7,1
787,-2,7,-1,7,1
788,-2,7,-1,7,1
789,-2,7,-1,7,1
790,-3,7,0,7,1
791,-3,7,0,7,1
792,-3,7,0,7,1
793,-3,7,0,7,1
794,-3,7,0,7,1
795,-3,7,0,7,1
796,-3,7,0,7,1
797,-3,7,0,7,1
798,-3,7,0,7,1
799,-3,7,0,7,1
800,-3,7,0,7,1
801,-3,7,0,7,1
802,-3,7,0,7,1
803,-4,7,0,7,1
804,-4,7,0,7,1
805,-4,7,0,7,1
806,-4,7,0,7,1
807,-4,7,0,7,1
808,-4,7,0,7,1
809,-4,7,0,7,1
810,-4,7,0,7,1
811,-4,7,0,7,1
812,-4,7,0,7,1
813,-4,7,0,7,1
814,-4,7,0,7,1
815,-4,7,0,7,1
816,-4,7,0,7,1
817,-5,7,1,7,1
818,-5,7,1,7,1
819,-5,7,1,7,1
820,-5,7,1,7,1
821,-5,7,1,7,1
822,-5,7,1,7,1
823,-5,7,1,7,1
824,-5,7,1,7,1
825,-5,7,1,7,1
826,-5,7,1,7,1
827,-5,7,1,7,1
828,-5,7,1,7,1
829,-5,7,1,7,1
830,-6,7,1,7,1
831,-6,7,1,7,1
832,-6,7,1,7,1
833,-6,7,1,7,1
834,-6,7,1,7,1
835,-6,7,1,7,1
836,-6,7,1,7,1
837,-6,7,1,7,1
838,-6,7,1,7,1
839,-6,7,1,7,1
840,-6,7,1,7,1
841,-6,7,1,7,1
842,-6,7,1,7,1
843,-7,7,2,7,1
844,-7,7,2,7,1
845,-7,7,2,7,1
846,-7,7,2,7,1
847,-7,7,2,7,1
848,-7,7,2,7,1
849,-7,7,2,7,1
850,-7,7,2,7,1
851,-7,7,2,7,1
852,-7,7,2,7,1
853,-7,7,2,7,1
854,-7,7,2,7,1
855,-7,7,2,7,1
856,-7,7,2,7,1
857,-8,7,2,7,1
858,-8,7,2,7,1
859,-8,7,2,7,1
860,-8,7,2,7,1
861,-8,7,2,7,1
862,-8,7,2,7,1
863,-8,7,2,7,1
864,-8,7,2,7,1
865,-8,7,2,7,1
866,-8,7,2,7,1
867,-8,7,2,7,1
868,-8,7,2,7,1
869,-8,7,2,7,1
870,-9,7,3,7,1
871,-9,7,3,7,1
872,-9,7,3,7,1
873,-9,7,3,7,1
874,-9,7,3,7,1
875,-9,7,3,7,1
876,-9,7,3,7,1
877,-9,7,3,7,1
878,-9,7,3,7,1
879,-9,7,3,7,1
880,-9,7,3,7,1
881,-9,7,3,7,1
882,-9,7,3,7,1
883,-10,7,3,7,1
884,-10,7,3,7,1
885,-10,7,3,7,1
886,-10,7,3,7,1
887,-10,7,3,7,1
888,-10,7,3,7,1
889,-10,7,3,7,1
890,-10,7,3,7,1
891,-10,7,3,7,1
892,-10,7,3,7,1
893,-10,7,3,7,1
894,14,7,0,7,0
895,13,7,0,7,0
896,13,7,0,7,0
897,13,7,0,7,0
898,13,7,0,7,0
899,12,7,0,7,1
900,12,7,0,7,1
901,12,7,1,7,0
902,12,7,1,7,0
903,12,7,1,7,0
904,11,7,1,7,1
905,11,7,1,7,1
906,11,7,1,7,1
907,11,7,1,7,1
908,11,7,1,7,1
909,11,7,1,7,1
910,11,7,1,7,1
911,11,7,1,7,1
912,11,7,1,7,1
913,11,7,1,7,1
914,11,7,1,7,1
915,10,7,1,7,1
916,10,7,1,7,1
917,10,7,1,7,1
918,10,7,1,7,1
919,10,7,1,7,1
920,10,7,1,7,1
921,10,7,1,7,1
922,10,7,1,7,1
923,10,7,1,7,1
924,10,7,1,7,1
925,10,7,1,7,1
926,10,7,1,7,1
927,10,7,1,7,1
928,10,7,2,7,0
929,9,7,2,7,1
930,9,7,2,7,1
931,9,7,2,7,1
932,9,7,2,7,1
933,9,7,2,7,1
934,9,7,2,7,1
935,9,7,2,7,1
936,9,7,2,7,1
937,9,7,2,7,1
938,8,7,2,7,2
939,8,7,2,7,2
940,8,7,2,7,2
941,8,7,2,7,1
942,8,7,2,7,1
943,8,7,2,7,1
944,8,7,2,7,1
945,8,7,2,7,1
946,8,7,2,7,1
947,8,7,2,7,1
948,7,7,2,7,2
949,7,7,2,7,2
950,7,7,2,7,2
951,7,7,2,7,2
952,7,7,2,7,2
953,7,7,2,7,2
954,7,7,2,7,2
955,7,7,3,7,1
956,7,7,3,7,1
957,7,7,3,7,1
958,6,7,3,7,2
959,6,7,3,7,2
960,6,7,3,7,2
961,6,7,3,7,2
962,6,7,3,7,2
963,6,7,3,7,2
964,6,7,3,7,2
965,6,7,3,7,2
966,6,7,3,7,2
967,6,7,3,7,2
968,6,7,3,7,1
969,6,7,3,7,1
970,6,7,3,7,1
971,6,7,3,7,1
972,6,7,3,7,1
973,6,7,3,7,1
974,6,7,3,7,1
975,6,7,3,7,1
976,5,7,3,7,2
977,5,7,3,7,2
978,5,7,3,7,2
979,5,7,3,7,2
980,5,7,3,7,2
981,5,7,4,7,1
982,5,7,4,7,1
983,5,7,4,7,1
984,5,7,4,7,1
985,5,7,4,7,1
986,5,7,4,7,1
987,5,7,4,7,1
988,5,7,4,7,1
989,5,7,4,7,1
990,5,7,4,7,1
991,5,7,4,7,1
992,4,7,4,7,2
993,4,7,4,7,2
994,4,7,4,7,2
995,4,7,4,7,1
996,4,7,4,7,1
997,4,7,4,7,1
998,4,7,4,7,1
999,4,7,4,7,1
1000,4,7,4,7,1
1001,4,7,4,7,1
1002,4,7,4,7,1
1003,4,7,4,7,1
1004,4,7,4,7,1
1005,4,7,4,7,1
1006,4,7,4,7,1
1007,4,7,4,7,1
1008,3,7,5,7,1
1009,3,7,5,7,1
1010,3,7,5,7,1
1011,3,7,5,7,1
1012,3,7,5,7,1
1013,3,7,5,7,1
1014,3,7,5,7,1
1015,3,7,5,7,1
1016,3,7,5,7,1
1017,3,7,5,7,1
1018,3,7,5,7,1
1019,3,7,5,7,1
1020,3,7,5,7,1
1021,2,7,5,7,1
1022,2,7,5,7,1
1023,2,7,5,7,1
1024,2,7,5,7,1
1025,2,7,5,7,1
1026,2,7,5,7,1
1027,2,7,5,7,1
1028,2,7,5,7,1
1029,2,7,5,7,1
1030,2,7,5,7,1
1031,2,7,5,7,1
1032,2,7,5,7,1
1033,2,7,5,7,1
1034,2,7,5,7,1
1035,1,7,6,7,1
1036,1,7,6,7,1
1037,1,7,6,7,1
1038,1,7,6,7,1
1039,1,7,6,7,1
1040,1,7,6,7,1
1041,1,7,6,7,1
1042,1,7,6,7,1
1043,1,7,6,7,1
1044,1,7,6,7,1
1045,1,7,6,7,1
1046,1,7,6,7,1
1047,1,7,6,7,1
1048,0,7,6,7,1
1049,0,7,6,7,1
1050,0,7,6,7,1
1051,0,7,6,7,1
1052,0,7,6,7,1
1053,0,7,6,7,1
1054,0,7,6,7,1
1055,0,7,6,7,1
1056,0,7,6,7,1
1057,0,7,6,7,1
1058,0,7,6,7,1
1059,0,7,6,7,1
1060,0,7,6,7,1
1061,-1,7,-1,7,1
1062,-1,7,-1,7,1
1063,-1,7,-1,7,1
1064,-1,7,-1,7,1
1065,-1,7,-1,7,1
1066,-1,7,-1,7,1
1067,-1,7,-1,7,1
1068,-1,7,-1,7,1
1069,-1,7,-1,7,1
1070,-1,7,-1,7,1
1071,-1,7,-1,7,1
1072,-1,7,-1,7,1
1073,-1,7,-1,7,1
1074,-1,7,-1,7,1
1075,-2,7,-1,7,1
1076,-2,7,-1,7,1
1077,-2,7,-1,7,1
1078,-2,7,-1,7,1
1079,-2,7,-1,7,1
1080,-2,7,-1,7,1
1081,-2,7,-1,7,1
1082,-2,7,-1,7,1
1083,-2,7,-1,7,1
1084,-2,7,-1,7,1
1085,-2,7,-1,7,1
1086,-2,7,-1,7,1
1087,-2,7,-1,7,1
1088,-3,7,0,7,1
1089,-3,7,0,7,1
1090,-3,7,0,7,1
1091,-3,7,0,7,1
1092,-3,7,0,7,1
1093,-3,7,0,7,1
1094,-3,7,0,7,1
1095,-3,7,0,7,1
1096,-3,7,0,7,1
1097,-3,7,0,7,1
1098,-3,7,0,7,1
1099,-3,7,0,7,1
1100,-3,7,0,7,1
1101,-4,7,0,7,1
1102,-4,7,0,7,1
1103,-4,7,0,7,1
1104,-4,7,0,7,1
1105,-4,7,0,7,1
1106,-4,7,0,7,1
1107,-4,7,0,7,1
1108,-4,7,0,7,1
